Settlement,Longitude,Latitude
Kánó,48.4204069,20.599667441131
Kány,48.5124955,21.018249596729778
Karcsa,48.300749999999994,21.78218846214972
Karos,48.30862705,21.735931166420762
Kazincbarcika,48.2544414,20.6223251
Kázsmárk,48.2703229,20.966893872927827
Kéked,48.54560455,21.354610459538694
Kelemér,48.353049049999996,20.422868659435718
Kenézlő,48.20451765,21.535878640365617
Keresztéte,48.504397499999996,20.9551286774779
Kesznyéten,47.9752891,21.063686897905825
Királd,48.24112675,20.38028317313868
Kiscsécs,47.972774799999996,21.012314177649557
Kisgyőr,48.01218755,20.662731612023148
Kishuta,48.44485695,21.487478019542102
Kiskinizs,48.2511943,21.0355533
Kisrozvágy,48.34308435,21.937258522212066
Kissikátor,48.182505,20.141399840203412
Kistokaj,48.0360233,20.831122883550396
Komjáti,48.548746300000005,20.753749582531544
Komlóska,48.3410587,21.476855276572806
Kondó,48.1970558,20.607386174687488
Korlát,48.3784061,21.253956353924945
Köröm,47.98582075,20.96170206929689
Kovácsvágás,48.43035805,21.524091192189225
Krasznokvajda,48.485769649999995,20.969782813471355
Kupa,48.32460865,20.92007861964948
Kurityán,48.3153921,20.626130024322656
Lácacséke,48.35358875,21.998758731946545
Ládbesenyő,48.3502575,20.797291615945277
Lak,48.35929745,20.85447388318866
Legyesbénye,48.15299055,21.127753132459226
Léh,48.2935104,20.98212803768861
Lénárddaróc,48.14296495,20.37861738723564
Litka,48.45922195,21.057451586410572
Mád,48.2082306,21.299342269442437
Makkoshotyka,48.37084595,21.51229574328754
Mályi,48.01789185,20.823036657155022
Mályinka,48.1386825,20.513411218437845
Martonyi,48.47826925,20.7739450160311
Megyaszó,48.1873814,21.0541885
Méra,48.3600943,21.13944353862997
Meszes,48.450400450000004,20.80981218660827
Mezőcsát,47.8175357,20.903168
Mezőkeresztes,47.81747824999999,20.67593862569506
Mezőkövesd,47.8097525,20.5660889
Mezőnagymihály,47.784028750000004,20.786627380153373
Mezőnyárád,47.859310050000005,20.660553021381062
Mezőzombor,48.144036099999994,21.262929047753317
Mikóháza,48.436182,21.563223293991765
Miskolc,48.1030643,20.7900429
Mogyoróska,48.370382649999996,21.34436983745598
Monaj,48.3060982,20.937297918761477
Monok,48.2079226,21.130959321058675
Múcsony,48.27137595,20.684470238510926
Muhi,47.974928750000004,20.909151803978958
Nagybarca,48.2424083,20.53623605593699
Nagycsécs,47.9589129,20.9516929
Nagyhuta,48.43671585,21.424247505593623
Nagykinizs,48.2367425,21.0390629
Nagyrozvágy,48.3335858,21.909035938673618
Négyes,47.7168602,20.720328372078267
Nekézseny,48.17386535,20.43011565736535
Nemesbikk,47.8859212,20.973530657243447
Novajidrány,48.39822925,21.164078689632003
Nyékládháza,47.994551,20.84149738604028
Nyésta,48.375645399999996,20.953915455233677
Nyíri,48.49737155,21.438959355538998
Nyomár,48.27986145,20.82007595123786
Olaszliszka,48.23697885,21.41334854365936
Onga,48.1207157,20.9129384
Ónod,48.005653800000005,20.90407778860648
Ormosbánya,48.339072200000004,20.650400164621892
Oszlár,47.86273215,21.04405009269788
Ózd,48.2196425,20.2954986
Pácin,48.31725675,21.853080421387624
Pálháza,48.4715824,21.5110813
Pamlény,48.499221399999996,20.92666646086205
Pányok,48.52566845,21.361886158084175
Parasznya,48.1501506,20.642581064587652
Pere,48.27839625,21.12830316798176
Perecse,48.51211735,20.988348462698294
Perkupa,48.474488300000004,20.68364463604182
Prügy,48.08140265,21.249615211789664
Pusztafalu,48.543879000000004,21.498279633105714
Pusztaradvány,48.472729799999996,21.13189133884864
Putnok,48.310912,20.450330941298134
Radostyán,48.169214100000005,20.66457272135397
Ragály,48.3993134,20.525750879524786
Rakaca,48.4553319,20.885562284782807
Rakacaszend,48.4556869,20.838108741776146
Rásonysápberencs,48.3117653,20.993864610124646
Rátka,48.204961850000004,21.24121062282532
Regéc,48.4151219,21.420491442844583
Répáshuta,48.049983600000004,20.523570755758918
Révleányvár,48.3207916,22.030384173127434
Ricse,48.3232066,21.9724499
Rudabánya,48.372748099999995,20.630139155766024
Rudolftelep,48.31381045,20.67257628439684
Sajóbábony,48.16410665,20.718474133213512
Sajóecseg,48.1945888,20.770438296119508
Sajógalgóc,48.29820735,20.522740675993443
Sajóhidvég,48.00559675,20.96583667306749
Sajóivánka,48.2582489,20.58697956168647
Sajókápolna,48.19595674999999,20.68459278934902
Sajókaza,48.298335800000004,20.577112465475317
Sajókeresztúr,48.17003285,20.773816022111898
Sajólád,48.036505899999995,20.91019515213404
Sajólászlófalva,48.1735011,20.684827622464784
Sajómercse,48.24529285,20.418681935809424
Sajónémeti,48.271813050000006,20.386114730938182
Sajóörös,47.9511834,21.0221987
Sajópálfala,48.16594795,20.85568095262002
Sajópetri,48.0460604,20.871753747826645
Sajópüspöki,48.27190804999999,20.332412303184405
Sajósenye,48.2076318,20.814104454362997
Sajószentpéter,48.22272945,20.717762532250816
Sajószöged,47.9447446,20.9923296
Sajóvámos,48.19413635,20.857338068229307
Sajóvelezd,48.26198145,20.478502809264356
Sály,47.9505616,20.660227830665587
Sárazsadány,48.267353,21.48540610494635
Sárospatak,48.3216823,21.5655524
Sáta,48.19110365,20.37533149099867
Sátoraljaújhely,48.3960978,21.6561497
Selyeb,48.345585650000004,20.961454482228575
Semjén,48.353824900000006,21.964985268617394
Serényfalva,48.313453800000005,20.39660579185257
Sima,48.2989479,21.309588796160046
Sóstófalva,48.1562789,20.9886026
Szakácsi,48.377509,20.87198980206436
Szakáld,47.94138395,20.917472675406913
Szalaszend,48.38867449999999,21.115901524523654
Szalonna,48.460516299999995,20.72975971960805
Szászfa,48.47318275,20.93627047629938
Szegi,48.20497,21.37464074164386
Szegilong,48.214231,21.39129461590686
Szemere,48.48065165,21.08134586340109
Szendrő,48.4030034,20.7324798
Szendrőlád,48.348442250000005,20.74005635395119
Szentistván,47.73946,20.75931463085415
Szentistvánbaksa,48.2232612,21.0295939
Szerencs,48.1576738,21.20504666012316
Szikszó,48.2015243,20.9275021
Szin,48.503249600000004,20.65055878735436
Szinpetri,48.49283565,20.608660230152786
Szirmabesenyő,48.150923899999995,20.7985514462603
Szögliget,48.52864195,20.64949830018991
Szőlősardó,48.44798175,20.632525766364488
Szomolya,47.88272095,20.49119148320196
Szuhafő,48.42210625,20.439108810787808
Szuhakálló,48.27842545,20.643140460421357
Szuhogy,48.3798621,20.67705817629131
Taktabáj,48.060934200000005,21.295580451066705
Taktaharkány,48.0733216,21.130507003983148
Taktakenéz,48.045172199999996,21.198506729482318
Taktaszada,48.1108216,21.1760084
Tállya,48.2374205,21.246317260425926
Tarcal,48.11673735,21.336626243291622
Tard,47.88102095,20.59932435165536
Tardona,48.1699279,20.5298327
Telkibánya,48.48271855,21.370133966553013
Teresztenye,48.45732445,20.602512406546413
Tibolddaróc,47.91178375,20.63718902332209
Tiszabábolna,47.6955351,20.803647646846173
Tiszacsermely,48.23685275,21.786191503501705
Tiszadorogma,47.69720785,20.86050740983874
Tiszakarád,48.2264861,21.721350360538665
Tiszakeszi,47.78121065,21.00316994712522
Tiszaladány,48.0641555,21.401003515473292
Tiszaluc,48.040616650000004,21.073905618774965
Tiszapalkonya,47.8833189,21.06424976136787
Tiszatardos,48.0442676,21.379661813710804
Tiszatarján,47.8254885,21.01600746442163
Tiszaújváros,47.9280341,21.0467056
Tiszavalk,47.68913665,20.741319034952404
Tokaj,48.1235534,21.4113895
Tolcsva,48.28311755,21.443536416035762
Tomor,48.32721745,20.88602905573155
Tornabarakony,48.4890661,20.816183227686835
Tornakápolna,48.46864995,20.609715522014472
Tornanádaska,48.560367299999996,20.780853455630485
Tornaszentandrás,48.51253215,20.79170615780587
Tornaszentjakab,48.53206005,20.88916950509776
Tornyosnémeti,48.518657649999994,21.25077529126694
Trizs,48.43199745,20.4841637632832
Újcsanálos,48.1391948,21.007056503285803
Uppony,48.21581945,20.43916760292732
Vadna,48.2616122,20.55597750993511
Vágáshuta,48.422028100000006,21.548264984489876
Vajdácska,48.2972632,21.65575384327908
Vámosújfalu,48.2497343,21.460452050138258
Varbó,48.151259249999995,20.586376228434602
Varbóc,48.45609775,20.650633327852706
Vatta,47.913382,20.73901380880588
Vilmány,48.41998425,21.23435051563542
Vilyvitány,48.488577750000005,21.55788012496001
Viss,48.220974350000006,21.507515859775616
Viszló,48.50409565,20.895334881273037
Vizsoly,48.38313625,21.212073571494443
Zádorfalva,48.3991489,20.47823897119686
Zalkod,48.1862952,21.45756462388934
Zemplénagárd,48.3420408,22.078960781920003
Ziliz,48.249925250000004,20.794820155531127
Zsujta,48.50649825,21.283526519433593
Zubogy,48.382480650000005,20.57724858355801
BudapestI.Kerület,47.4969935,19.034261093804247
BudapestII.Kerület,47.54247065,18.97290258086081
BudapestIII.Kerület,47.5686915,19.027668183360795
BudapestIV.Kerület,47.5671397,19.0920734
BudapestIX.Kerület,47.46496675,19.096800984492447
BudapestV.Kerület,47.500335500000006,19.048971020241996
BudapestVI.Kerület,47.50807715,19.06442900344134
BudapestVII.Kerület,47.5026253,19.077244343997727
BudapestVIII.Kerület,47.48877925,19.086222303630432
BudapestX.Kerület,47.48256345,19.15907531453061
BudapestXI.Kerület,47.4670427,19.0274649
BudapestXII.Kerület,47.504842,18.982859361596155
BudapestXIII.Kerület,47.5364651,19.074012945938414
BudapestXIV.Kerület,47.5228628,19.11434210164609
BudapestXIX.Kerület,47.445607249999995,19.14151090417529
BudapestXV.Kerület,47.562713599999995,19.14021824045608
BudapestXVI.Kerület,47.51826560000001,19.20429469308958
BudapestXVII.Kerület,47.47569285,19.268779648096157
BudapestXVIII.Kerület,47.4265874,19.207279490445814
BudapestXX.Kerület,47.4333961,19.1209209
BudapestXXI.Kerület,47.424317,19.06921381860224
BudapestXXII.Kerület,47.4117905,19.010826
BudapestXXIII.Kerület,47.38851235,19.15060147657157
Algyő,46.333323750000005,20.206306086449626
Ambrózfalva,46.347992000000005,20.720513972034148
Apátfalva,46.21132825,20.59049466444816
Árpádhalom,46.616274250000004,20.548621571078343
Ásotthalom,46.189763549999995,19.77069839244667
Baks,46.517077549999996,20.12811527679061
Balástya,46.4141621,19.98804341964884
Bordány,46.3193596,19.917784740748633
Csanádalberti,46.3127832,20.703653417789624
Csanádpalota,46.2199759,20.735040280741913
Csanytelek,46.6088732,20.1016072
Csengele,46.52056,19.84646757788406
Csongrád,46.7096643,20.1531646
Derekegyház,46.54678800000001,20.374078426885887
Deszk,46.20936895,20.261130998692977
Dóc,46.45140585,20.147917474791814
Domaszék,46.25043815,20.01483738094279
Eperjes,46.71632775,20.530687179069968
Fábiánsebestyén,46.681015349999996,20.438932693287942
Felgyő,46.6647138,20.113031
Ferencszállás,46.2090201,20.35479865748689
Földeák,46.30903275,20.47787547769668
Forráskút,46.3740691,19.909442774472872
Hódmezővásárhely,46.4171344,20.3196068
Királyhegyes,46.28801915,20.642642983597256
Kistelek,46.5025434,19.94234214185441
Kiszombor,46.181715800000006,20.422662006521506
Klárafalva,46.2186405,20.33240973774498
Kövegy,46.2199759,20.687698678111985
Kübekháza,46.15937125,20.29926767473681
Magyarcsanád,46.189488600000004,20.64881093411773
Makó,46.2150438,20.4751022
Maroslele,46.260934899999995,20.359150127456488
Mártély,46.47096245,20.25303839987473
Mindszent,46.5251782,20.23423296933917
Mórahalom,46.21028935,19.899492649837473
Nagyér,46.3695332,20.718016076157948
Nagylak,46.18232075,20.714773696956748
Nagymágocs,46.60631585,20.475025009571887
Nagytőke,46.7568939,20.279594885380668
Óföldeák,46.29597065,20.413868576890458
Ópusztaszer,46.50089765,20.04668192808069
Öttömös,46.2686812,19.675438241827162
Pitvaros,46.319720399999994,20.74063143099513
Pusztamérges,46.337776500000004,19.69655114195717
Pusztaszer,46.5530625,19.99693572433975
Röszke,46.1872427,20.0354983
Ruzsa,46.29475995,19.759757682471243
Sándorfalva,46.37929975,20.12183764746486
Szatymaz,46.35182735,20.04800777744955
Szeged,46.2546312,20.1486016
Szegvár,46.57773975,20.233245712613858
Székkutas,46.505232250000006,20.532058286095236
Szentes,46.6524049,20.2566408
Tiszasziget,46.173237900000004,20.14239360258166
Tömörkény,46.6155119,20.0412662
Újszentiván,46.1637544,20.19824930136823
Üllés,46.3493449,19.813685592831256
Zákányszék,46.2769069,19.8859953
Zsombó,46.3328329,19.985541713275772
Aba,47.0292178,18.5216608
Adony,47.08964595,18.837377407243658
Alap,46.8326617,18.703320016212302
Alcsútdoboz,47.42673795,18.599529995884666
Alsószentiván,46.7899326,18.743634503161523
Bakonycsernye,47.3183729,18.09202851766755
Bakonykúti,47.241887750000004,18.200207764174316
Balinka,47.3126973,18.1889439
Baracs,46.90140165,18.870637769997565
Baracska,47.26676245,18.76807086215623
Beloiannisz,47.182356600000006,18.827797231464686
Besnyő,47.20196635,18.776912913139718
Bicske,47.5054401,18.62395266142827
Bodajk,47.3289815,18.208942624342733
Bodmér,47.450930400000004,18.533632726136858
Cece,46.76204285,18.66248439626325
Csabdi,47.54373015,18.59683243760841
Csákberény,47.35180705,18.32822536350122
Csákvár,47.37697495,18.465560359660852
Csókakő,47.3546515,18.262369075335805
Csór,47.203577949999996,18.27671999251107
Csősz,47.04165655,18.40436283262386
Daruszentmiklós,46.86310225,18.864236095334967
Dég,46.8799996,18.426800915433297
Dunaújváros,46.9670241,18.9397061
Előszállás,46.82807195,18.813063478724477
Enying,46.91456735,18.257305449103697
Ercsi,47.23428135,18.856567632089778
Etyek,47.4484555,18.73707376113655
Fehérvárcsurgó,47.29422805,18.252313834072346
Felcsút,47.4531405,18.589705662569095
Füle,47.057849000000004,18.2387566936586
Gánt,47.41713035,18.382764357788663
Gárdony,47.182660600000006,18.615540507790726
Gyúró,47.3825091,18.741653268089316
Hantos,46.99374,18.70121729906745
Igar,46.76986405,18.474217236874566
Iszkaszentgyörgy,47.2403856,18.28242359184587
Isztimér,47.275883699999994,18.159987392848265
Iváncsa,47.147935849999996,18.834303029287337
Jenő,47.1027,18.25223776335576
Kajászó,47.31522325,18.711863861638655
Káloz,46.9484379,18.4772653209347
Kápolnásnyék,47.2472547,18.695624112151286
Kincsesbánya,47.266734299999996,18.265604828371075
Kisapostag,46.90188265,18.931973635775755
Kisláng,46.9524043,18.392544438988764
Kőszárhegy,47.09419525,18.33802213185729
Kulcs,47.050285450000004,18.902660935367688
Lajoskomárom,46.8347013,18.351192817149737
Lepsény,46.97537255,18.247866792895362
Lovasberény,47.309052550000004,18.553091045684468
Magyaralmás,47.2982306,18.33932780283579
Mány,47.529936,18.6563538
Martonvásár,47.3299049,18.7687291
Mátyásdomb,46.9263778,18.336085827755088
Mezőfalva,46.93246445,18.767727966736018
Mezőkomárom,46.83868925,18.288900368175465
Mezőszentgyörgy,46.98035285,18.31347394457724
Mezőszilas,46.8232044,18.456526845088412
Moha,47.24364145,18.333870131800936
Mór,47.393849599999996,18.180873925576712
Nadap,47.264786900000004,18.62292218073948
Nádasdladány,47.1344732,18.2491372751073
Nagykarácsony,46.872155199999995,18.769836461868223
Nagylók,46.96807955,18.651881167228986
Nagyveleg,47.364366700000005,18.107236981949477
Nagyvenyim,46.98233205,18.823073355808344
Óbarok,47.506267449999996,18.545179729669577
Pákozd,47.21823085,18.540071473291256
Pátka,47.27750455,18.48190221053938
Pázmánd,47.2843026,18.64108476359614
Perkáta,47.05176455,18.77651595201187
Polgárdi,47.057916649999996,18.315489902664048
Pusztaszabolcs,47.1351368,18.74643604989451
Pusztavám,47.430023649999995,18.226961060087
Rácalmás,47.02010935,18.905593219869356
Ráckeresztúr,47.285414599999996,18.821830829233647
Sárbogárd,46.8720326,18.601125593633157
Sáregres,46.78529645,18.583096666103614
Sárkeresztes,47.255223799999996,18.37437050816777
Sárkeresztúr,46.9975307,18.564463064263403
Sárkeszi,47.1538503,18.279615684410935
Sárosd,47.0367861,18.650610473322338
Sárszentágota,46.951198149999996,18.573969899531008
Sárszentmihály,47.1625937,18.338417845672765
Seregélyes,47.111617,18.578555
Soponya,47.00917005,18.42875321056229
Söréd,47.323581250000004,18.28324217449468
Sukoró,47.23425625,18.603948520346727
Szabadbattyán,47.1153402,18.36699114626937
Szabadegyháza,47.0828492,18.70346923882346
Szabadhidvég,46.82263345,18.245846552859376
Szár,47.47576735,18.515317636899482
Székesfehérvár,47.1910169,18.410811
Tabajd,47.399108350000006,18.63528830502679
Tác,47.08107845,18.42156785565239
Tordas,47.349250850000004,18.753774236195312
Újbarok,47.48249935,18.55425746072853
Úrhida,47.123970299999996,18.307147863808925
Vajta,46.71511605,18.658400845877942
Vál,47.35995375,18.669922887232108
Velence,47.21219855,18.675357430980867
Vereb,47.321108699999996,18.63086192256194
Vértesacsa,47.374597699999995,18.57446393214338
Vértesboglár,47.4343591,18.515316448560146
Zámoly,47.30997565,18.405886806996882
Zichyújfalu,47.130863149999996,18.677968522094204
Abda,47.6995796,17.55763108830365
Acsalag,47.67210075,17.191173440696595
Ágfalva,47.6905324,16.5137872
Agyagosszergény,47.6205698,16.950082274645055
Árpás,47.51972925,17.3784833989625
Ásványráró,47.8299324,17.4996843
Babót,47.5763652,17.085280054160894
Bágyogszovát,47.58677305,17.360328919880846
Bakonygyirót,47.41878695,17.80088018510709
Bakonypéterd,47.4706719,17.790897084421687
Bakonyszentlászló,47.3663749,17.80396167516709
Barbacs,47.643761,17.300095555479388
Beled,47.46941195,17.096814356960245
Bezenye,47.9497037,17.230877708011146
Bezi,47.66505935,17.406665288681396
Bodonhely,47.563474,17.392760274126953
Bogyoszló,47.5586134,17.18163196542114
Bőny,47.65202135,17.8446591819309
Börcs,47.6931288,17.50257623244518
Bősárkány,47.6923464,17.224491699914935
Cakóháza,47.69960725,17.288553940967084
Cirák,47.479325,17.034768566910138
Csáfordjánosfa,47.412460949999996,16.95230160857261
Csapod,47.5246001,16.9362646530476
Csér,47.420222949999996,16.927395597055227
Csikvánd,47.4709462,17.44801067439807
Csorna,47.63845165,17.247486616108976
Darnózseli,47.85171685,17.424637169983598
Dénesfa,47.469215500000004,16.993597514528588
Dör,47.604305,17.311339823523404
Dunakiliti,47.965683150000004,17.308975453170888
Dunaremete,47.879632,17.449216554647926
Dunaszeg,47.779214249999995,17.551257621550832
Dunaszentpál,47.774898050000004,17.49451793567244
Dunasziget,47.9433224,17.366741473954328
Ebergőc,47.55941395,16.809394592446154
Écs,47.55166215,17.70015158979819
Edve,47.453001,17.141548612212937
Egyed,47.51562845,17.34311160188596
Egyházasfalu,47.4609775,16.75591485811235
Enese,47.6591401,17.44364832483806
Farád,47.626291550000005,17.192722412689626
Fehértó,47.67814685,17.341872501809135
Feketeerdő,47.9330839,17.281238322189104
Felpéc,47.52448405,17.585830570450472
Fenyőfő,47.32465105,17.756711684504392
Fertőboz,47.657479949999995,16.712650946203635
Fertőd,47.646887750000005,16.91563659393139
Fertőendréd,47.58812155,16.921241278648658
Fertőhomok,47.64009735,16.76258007651765
Fertőrákos,47.725541500000006,16.644558797294053
Fertőszentmiklós,47.5637885,16.892012886602352
Fertőszéplak,47.6385327,16.831192035874146
Gönyü,47.72026255,17.81550143839757
Gyalóka,47.448145600000004,16.7068513165529
Gyarmat,47.4634405,17.4887773
Gyömöre,47.4939059,17.556156606734852
Győr,47.687609,17.6346815
Győrasszonyfa,47.4931385,17.812923777229493
Győrladamér,47.76832295,17.57415855796183
Gyóró,47.49882985,17.033316118011562
Győrság,47.5857194,17.751545549790336
Győrsövényház,47.69101475,17.39570299929315
Győrszemere,47.5528273,17.562254
Győrújbarát,47.60423815,17.646899670799257
Győrújfalu,47.72451565,17.603700165561232
Győrzámoly,47.76206425,17.59218193743974
Halászi,47.8981672,17.338586623214887
Harka,47.63272465,16.58704620732519
Hédervár,47.8219048,17.455477019802238
Hegyeshalom,47.92033055,17.157519096606165
Hegykő,47.630067999999994,16.799908728362823
Hidegség,47.66065315,16.739254301600837
Himod,47.525868450000004,17.02297002736561
Hövej,47.55042135,17.01343079937105
Ikrény,47.6595731,17.54386475352485
Iván,47.45107055,16.916050675165373
Jánossomorja,47.77966555,17.12470773081426
Jobaháza,47.579638200000005,17.18656536265288
Kajárpéc,47.484088400000005,17.62330453153661
Kapuvár,47.6275117,17.022913326321586
Károlyháza,47.8000956,17.323067630956455
Kimle,47.82555725,17.385681400100616
Kisbabot,47.55764915,17.42628784382543
Kisbajcs,47.7452989,17.6812283
Kisbodak,47.90220795,17.4190334254551
Kisfalud,47.53661665,17.0883511628373
Kóny,47.63246205,17.37003741165921
Kópháza,47.6386096,16.642451371295884
Koroncó,47.599040450000004,17.528945719737607
Kunsziget,47.7473088,17.53093237825849
Lázi,47.46750685,17.837496200875215
Lébény,47.752622599999995,17.34186425641059
Levél,47.88578295,17.1942722530114
Lipót,47.8586326,17.491155617876807
Lövő,47.5087746,16.794132292812293
Maglóca,47.6661494,17.2751152168993
Magyarkeresztúr,47.5140575,17.162428582617316
Máriakálnok,47.856857500000004,17.32512310538653
Markotabödöge,47.6777508,17.30342173381227
Mecsér,47.79409235,17.45835349454147
Mérges,47.597011550000005,17.462081191512354
Mezőörs,47.5789823,17.880549382718762
Mihályi,47.5154445,17.100467021303807
Mórichida,47.50993595,17.439304609457388
Mosonmagyaróvár,47.8731793,17.2722342
Mosonszentmiklós,47.73579945,17.435548982417703
Mosonszolnok,47.8527584,17.1741402
Mosonudvar,47.84399105,17.22430351760021
Nagybajcs,47.7677452,17.67890787004166
Nagycenk,47.59454345,16.691937706227858
Nagylózs,47.56817515,16.779997127310697
Nagyszentjános,47.7136814,17.87407953535133
Nemeskér,47.48728505,16.814122783134614
Nyalka,47.53485475,17.805465300768624
Nyúl,47.59417565,17.696375592410384
Osli,47.636183700000004,17.084768118072937
Öttevény,47.74039795,17.483871433285387
Páli,47.47140575,17.168865950672636
Pannonhalma,47.553180850000004,17.75183289939929
Pásztori,47.5557963,17.27827565927278
Pázmándfalu,47.5777343,17.7732251
Pér,47.62980845,17.792255082664237
Pereszteg,47.58006365,16.72539377169305
Petőháza,47.5988296,16.894258600970538
Pinnye,47.59086655,16.776442698172133
Potyond,47.54044225,17.175099781375046
Püski,47.8927073,17.39847234763355
Pusztacsalád,47.5044964,16.879091540814503
Rábacsanak,47.52206605,17.295938259542787
Rábacsécsény,47.60114365,17.417241750791284
Rábakecöl,47.42530295,17.094788014173847
Rábapatona,47.6473625,17.481035875405414
Rábapordány,47.56253555000001,17.32467102340523
Rábasebes,47.4451873,17.25421226028363
Rábaszentandrás,47.46402465,17.336878107340468
Rábaszentmihály,47.5779911,17.450246731729464
Rábaszentmiklós,47.54089635,17.418727383839787
Rábatamási,47.614994499999995,17.154981065678783
Rábcakapi,47.7063894,17.271605512830263
Rajka,47.98505605,17.1849638496632
Ravazd,47.4918603,17.7318828690389
Répceszemere,47.434411,16.982719473976296
Répcevis,47.4420884,16.668065466363338
Rétalap,47.607628399999996,17.899140991796713
Röjtökmuzsaj,47.54844345,16.841056261703592
Románd,47.4381282,17.783418081134222
Sarród,47.6709489,16.86672199911963
Sikátor,47.42944455,17.872863996643357
Sobor,47.476337400000006,17.365320850957787
Sokorópátka,47.4781538,17.684954633432092
Sopron,47.6803063,16.5983457
Sopronhorpács,47.49978125,16.723942523573683
Sopronkövesd,47.534831600000004,16.74991445353549
Sopronnémeti,47.5362918,17.207129910409236
Szakony,47.4312869,16.714431555474427
Szany,47.467842000000005,17.287076428637118
Szárföld,47.59429575,17.13401593883816
Szerecseny,47.463813599999995,17.55517557607414
Szil,47.488248549999994,17.239508846260442
Szilsárkány,47.540046000000004,17.24868050319744
Táp,47.522928750000005,17.844529483782786
Tápszentmiklós,47.49355205,17.86336487541363
Tarjánpuszta,47.50293445,17.785688122867732
Tárnokréti,47.7145542,17.311366561795083
Tényő,47.54479845,17.645385414460044
Tét,47.532498000000004,17.492995443275746
Töltéstava,47.629143400000004,17.731796065091725
Újkér,47.471301249999996,16.840374355002403
Újrónafő,47.7952981,17.230091309808774
Und,47.486596899999995,16.696906614203474
Vadosfa,47.49927995,17.132642590371315
Vág,47.453053499999996,17.209772124014467
Vámosszabadi,47.7522447,17.637679679725252
Várbalog,47.84480885,17.07264149232101
Vásárosfalu,47.45431885,17.11218471979935
Vének,47.7440165,17.746156172109444
Veszkény,47.606818450000006,17.08496670792843
Veszprémvarsány,47.41463525,17.843026446062694
Vitnyéd,47.5844446,16.973281764043584
Völcsej,47.5057388,16.755603621565015
Zsebeháza,47.508979350000004,17.188384217197985
Zsira,47.47604565,16.67804313752655
Álmosd,47.418224249999994,21.980549318854813
Ártánd,47.13821025,21.775153158180224
Bagamér,47.462249799999995,21.976502063918687
Bakonszeg,47.191414449999996,21.433471547314852
Balmazújváros,47.6116279,21.3437378
Báránd,47.2968949,21.226273650470564
Bedő,47.1643129,21.75328799386508
Berekböszörmény,47.075014100000004,21.66067003193821
Berettyóújfalu,47.2247273,21.5355206
Bihardancsháza,47.23291025,21.322872850521414
Biharkeresztes,47.13865725,21.701789155605457
Biharnagybajom,47.21077355,21.232283253921914
Bihartorda,47.21425615,21.370225217625098
Bocskaikert,47.63129945,21.660658959635747
Bojt,47.1981871,21.718952111045787
Csökmő,47.038670800000006,21.303058316624767
Darvas,47.0967622,21.33152618222725
Debrecen,47.531399,21.6259782
Derecske,47.3362968,21.534417092727473
Ebes,47.477896,21.501527247764685
Egyek,47.6314647,20.8881462
Esztár,47.2887848,21.75202734790802
Földes,47.3105525,21.408208951280834
Folyás,47.795315599999995,21.12676783995581
Fülöp,47.6226451,22.06809860040761
Furta,47.12472345,21.488541161138606
Gáborján,47.2527885,21.65098914808972
Görbeháza,47.78681995,21.216618487672882
Hajdúbagos,47.3935534,21.672647561629354
Hajdúböszörmény,47.6716617,21.5078944
Hajdúdorog,47.8157169,21.5006846
Hajdúhadház,47.6748757,21.68604585408244
Hajdúnánás,47.8452241,21.4279002
Hajdúsámson,47.62330775,21.75741955721981
Hajdúszoboszló,47.4431291,21.3902995
Hajdúszovát,47.371880250000004,21.448270493225007
Hencida,47.249693949999994,21.707187437221467
Hortobágy,47.5837885,21.112457492642765
Hosszúpályi,47.3738692,21.736423438840376
Kaba,47.356037,21.29827851122371
Kismarja,47.2409132,21.800600158154765
Kokad,47.410515649999994,21.93109432681753
Komádi,47.011613999999994,21.451278393306588
Konyár,47.318586350000004,21.664919537411144
Körösszakál,47.0223496,21.588679061384966
Körösszegapáti,47.0676318,21.574343694868457
Létavértes,47.37788295,21.881986697017318
Magyarhomorog,47.0345109,21.53877097464553
Mezőpeterd,47.15949185,21.623288611373184
Mezősas,47.112862899999996,21.56101224847281
Mikepércs,47.43563325,21.628203311564242
Monostorpályi,47.4026008,21.779164671895117
Nádudvar,47.4399827,21.136932024672227
Nagyhegyes,47.537631950000005,21.321335035070412
Nagykereki,47.1833462,21.80835159596505
Nagyrábé,47.2058539,21.32340078575905
Nyírábrány,47.557736000000006,22.020342410084282
Nyíracsád,47.6021228,21.9722891
Nyíradony,47.6590197,21.839723908998366
Nyírmártonfalva,47.614019549999995,21.882713111282634
Pocsaj,47.29680665,21.836610248540055
Polgár,47.87243065,21.171803307895075
Püspökladány,47.30776215,21.109649041496244
Sáp,47.4542606,19.5214828
Sáránd,47.3980572,21.595027954052696
Sárrétudvari,47.23273195,21.185896862572367
Szentpéterszeg,47.2621715,21.609524958910423
Szerep,47.2309137,21.098315393323436
Téglás,47.7334283,21.611827014086693
Tépe,47.30834025,21.57690134119993
Tetétlen,47.317486200000005,21.321298563682106
Tiszacsege,47.6770985,21.03018047880397
Tiszagyulaháza,47.941241250000004,21.148610289734716
Told,47.12047335,21.630823731993978
Újiráz,47.009079099999994,21.367405398827085
Újléta,47.457910150000004,21.871113985361973
Újszentmargita,47.7340649,21.102601903252687
Újtikos,47.925231100000005,21.20552846364488
Vámospércs,47.5156965,21.92194250754453
